	english	sinhala	Similarity score	Alignment score
497	Currently edited file directory	නව ඩිරෙක්ටරි බිහිකරන්න	0.442405016053485	0.373641
732	Main window maximized state	ප්‍රධාන වින්ඩෝව පුලුල්තිර අවස්ථාවේ..	0.44239590719138105	0.484073
20	foundation	සන්නිවේදනය:slot type	0.4423647441956551	0.880952
415	Select file to add:	සුරැකීම සඳහා අවශ්‍ය අයිතම තොරාගන්න	0.4420201872037426	0.303571
738	X position of main window	ප්‍රධාන වින්ඩෝවේ X කන්දාංක	0.4419763170556935	0.698006
41	two of hearts	හාර්ත දෙක	0.4414030708406614	0.55
321	Redo the last undone action	අවසාන අහෝසි කළ ක්‍රියාව නැවත කරන්න	0.44127513155273107	0.564286
917	Contact connected	සබඳතාව සම්බන්ධවිය	0.4412557848376226	1.0
448	Redo the last action	අවසාන ක්‍රියාව අහොසි කරන්න	0.44088832054236166	0.793651
601	Select a build directory inside the project directory	පෙල සකසුවේ සියලුම පෙල තෝරාගන්න	0.44085675252082684	0.316308
374	Unversioned	වෙළුම:	0.4407937524933793	1.0
1043	Socket type not supported	කෙවෙනි වර්ගය සහය නොදක්වයි	0.44075589851565555	0.480769
603	Check module associated with current file	වර්තමාන ගොනුවට අදාල මොඩියුලය පිරිසිදු කරන්න	0.44070458211447006	0.512987
43	four of hearts	හාර්ත හතර	0.4405668783813851	0.533333
1046	You canceled the file transfer	ඔබ ගොනු හුවමාරුව අවලංගු කරන ලදි	0.4404548300863945	0.555948
980	Default directory to select an avatar image from	මූර්ති පින්තූරයක් තේරීමට පෙරනිමි නාමාවලිය	0.4404510861186132	0.721088
740	Y position of main window	ප්‍රධාන වින්ඩෝවේ Y කන්දාංක	0.4404393821546476	0.376781
94	the seven of hearts	හාර්ත හත	0.4403275132315344	0.508333
304	Sorted in alphabetical order	අකාරාදී පිලිවෙලට අනුපිලිවෙලට සකසන්න	0.4400964271532346	0.56705
724	Save and quit	සුරකීම සහ පිටවීම	0.43983817203268066	1.0
264	Clean whole project	සම්පූර්ණ ව්‍යාපෘතියම පිරිසිදු කරන්න	0.4397609287609248	0.641667
895	Connected	සම්බන්ධවිය	0.4397505728621461	1.0
494	Completed unsuccessfully with status code %d	සම්පූර්ණයි... නමුත් අසාර්ථකයි	0.43956570521881594	0.677778
91	the four of hearts	හාර්ත හතර	0.43945461785140105	0.484211
843	Certificate self-signed	තමන්ම අත්සන්කල සහතිකය	0.43942123450100695	0.863636
969	Empathy has asked about importing accounts	Empathy, ගිණුම් ආයාත කිරීම ගැන විමසා ඇත	0.439069233705464	0.648837
57	black joker	කලු ජොකර්	0.43899694730157723	1.0
658	_Monitor changes to your home folder	නිවෙස් බහලුම වෙනස්කිරීම් අධීක්ෂණය කිරීමට (_M)	0.43890490944935306	0.414512
58	red joker	රතු ජොකර්	0.43855310136869075	0.6
546	Auto-complete	අවසන් කළ	0.43801305933630086	0.833333
24	Glenwood	ග්ලෙන්වූඩ්	0.437806554159073	1.0
536	_Add to Project	ව්‍යාපෘතියට එක් කරන්න	0.43775425169565907	0.815341
652	A graphical tool to analyze disk usage.	තැටි භාවිතය විශ්ලේෂණයට ප්‍රස්ථාරික මෙවලම	0.43733721151267557	0.592988
269	Clean module associated with current file	වර්තමාන ගොනුවට අදාල මොඩියුලය පිරිසිදු කරන්න	0.43703635486021436	0.512987
650	Mo_ve to Trash	ඉවතලන බදුනට දමන්න (_v)	0.4370291896198438	0.308696
454	Next/Previous Message	මීට පෙර පණිවිඩය (_N)	0.43690167549810455	0.437229
227	Anjuta shell that will contain the plugin	plugin එක අන්තර්ගත අන්ජුටා කවචය(shell)	0.43684559820313434	0.398352
743	The width of the index and search pane.	සුචියේ හා සෙවුම් කොටුවේ පළල	0.436588327777168	0.716071
593	Create a new project	නව ඩිරෙක්ටරි බිහිකරන්න	0.43642977384943943	0.544513
645	definition	සජීවනය	0.43639601622814456	1.0
17	About Aisleriot	මෙම ක්‍රිඩාව සම්බන්ධව	0.43639562588576314	0.795455
319	Select all text in the editor	පෙල සකසුවේ සියලුම පෙල තෝරාගන්න	0.43635282785925145	0.670968
455	Patching...	සොයයමින්...	0.43633573311104623	1.0
528	Patching…	සොයමින්	0.43633573311104623	1.0
736	Height of main window	ප්‍රධාන වින්ඩෝවේ උස	0.43628169671041234	0.384091
1091	Failed to open private chat	පුද්ගලික සල්ලාපය විවෘත කිරීම‍ට අසමත් විය	0.43623520397160154	0.61324
875	Failed to open private chat	පුද්ගලික කථාබහ විවෘත කිරීම‍ට අසමත්විය	0.43623520397160154	0.672932
1053	Connection has been refused	සම්බන්ධතා කළමනාකරුවන් භාවිතා කල යුතුයි	0.43617758342664537	0.621337
340	Go to previous help page	ඉහත උදව් පිටුවට යන්න	0.4361705990142474	0.94
915	Conversations	සංවාද	0.435906526242217	1.0
488	File or directory to diff:	diff: කලයුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.43587424452990703	0.530423
710	Maximum distance when keyboard is hidden	යතුරු පුවරුව වසන් කර ඇති විටදී උපරිම දුර	0.43573578972386445	0.804878
63	Restart the game	තරගය නැවත ආරම්ඹ කරන්න	0.4355015765314233	0.632353
61	Card themes:	කාඩ් තේමා:	0.43546822615410097	1.0
229	Only show user activatable plugins	පරිශීලකයාට සක්‍රීය කළ හැකි ප්ලගින පමණක් දර්ශනය කරනු	0.4354112700240253	0.459066
160	Remove the ace of spades.	ඉස්කෝප්ප ආසියා	0.4354025653780323	0.453846
308	Save A_ll	සියළුම ගොනු සුරකින්න	0.43531194303405885	0.369048
1027	Show hint about closing the main window	ප්‍රධාන කවුළුව වැසීම පිළිබඳව ඉඟියක් පෙන්වන්න	0.4352791459184803	0.620833
435	Please select a stash	කරුණාකර සක්‍රීය කරනු පිණිස ප්ලගිනයක් තෝරාගන්න	0.4351553820583918	0.480237
89	the two of hearts	හාර්ත දෙක	0.4350471381183084	0.494444
208	Could not open file	ගොනුව විවෘත කළ නොහැක	0.43498013146119574	0.535714
602	Check whole project	සම්පූර්ණ ව්‍යාපෘතියම පිරිසිදු කරන්න	0.43476189730102066	0.641667
219	plugin %s fails to register type %s	%s plugin එක මගින් %s type එක ලියාපදිංචිය අසාර්ථකයි	0.4344441041214281	0.842949
697	Time between key transitions	ප්‍රධාන මාරුවීම් දෙකක් අතර කාලය	0.4342755051304216	0.547953
60	Card games:	කාඩ් තරග:	0.4339219939899227	1.0
796	Address incomplete	ලිපින පොත	0.43374406488518735	0.589474
314	Preview the current file in print-format	වර්තමාන ගොනුව මුද්‍රිතාකාරයෙන් පෙරදකින්න	0.4336522211699181	0.780488
558	warning:-old	අවවාදයයි:	0.4333381129862511	1.0
1057	Certificate has been revoked	සහතිකය සපයා නැත	0.4333067916027487	0.719828
492	Source/Destination Paths:	ගමනාන්තය:	0.43326674566081125	0.865385
42	three of hearts	හාර්ත තුන	0.43324325876693204	0.90625
112	the queen of diamonds	රුවිත ක්වීන්	0.4332088809851642	0.473776
663	Scan your home folder	ඔබගේ නිවාස බහලුම නැවත පරිලෝකිතය කලයුතුද?	0.4331416273770267	0.548226
547	Swap C header and source files	c header සහ source ගොනු මාරුකරන්න	0.43306149021471474	0.772296
334	Swap c header and source files	c header සහ source ගොනු මාරුකරන්න	0.43306149021471474	0.772296
50	queen of hearts	හාර්ත ක්වීන්	0.43288489718959755	0.487981
958	Account disconnected	ගිණුම විසන්ධියි	0.4325576533465625	0.622024
1079	Discover the STUN server automatically	STUN සේවාදායකය ස්වයංව අනාවරණය කරන්න	0.4321475597072954	0.362179
201	Revert Changes?	සංශෝධනයන් පෙර තිබූ තත්වයට පත් කිරීමට අවශ්‍යද?	0.4320963873574723	0.389946
932	Enter your account details	ඔබගේ ගිණුම් විස්තර ඇතුලත් කරන්න	0.4318988785079625	0.428241
8	Web site	‍වෙබ් අඩවිය	0.4318497305183106	0.550505
400	Malformed project	ව්‍යාපෘතිය වින්‍යාසකරණය කරන්න	0.4317977132046059	0.9
792	Display in full screen	මුලුතිරයේ පෙන්වන්න	0.4317723363637924	0.73913
582	Select widgets in the workspace	පෙල සකසුවේ සියලුම පෙල තෝරාගන්න	0.4317178503495373	0.49244
820	Pop up notifications when a contact logs in	සබඳතාවක් පැමිනීමේදී ශබ්දයක් වාදනය කරන්න	0.4314084119040128	0.403409
1006	Pop up notifications when a contact logs in	සබඳතාවක් පිවිසි විට උත්පතන දැනුම්දීම්	0.4314084119040128	0.771531
430	Git: Fetching...	සොයයමින්...	0.43126449544135836	0.647059
515	Preview the current file in print format	වර්තමාන ගොනුව මුද්‍රිතාකාරයෙන් පෙරදකින්න	0.43118917944088375	0.414634
779	Find next occurrence of the search string	පසු සෙවුම් වචනය සොයන්න	0.4311329276934606	0.641304
1059	Facebook Chat	ෆේස්බුක් සල්ලාපය	0.43113212529654915	1.0
845	Facebook Chat	ෆේස්බුක් චැට්	0.43113212529654915	1.0
780	Go to the previous page	පෙර පිටුව වෙත යන්න	0.4309298830761757	0.717105
946	Incoming call	ඇමතුමක් එමින්	0.43072796507513145	0.607143
1041	The selected file is not a regular file	තෝරාගත් ගොනුව සාමාන්‍ය ගොනුවක් නො‍වේ	0.4307082438169549	0.875
837	The selected file is not a regular file	තෝරාගත් ගොණුව සාමාන්‍ය ගොණුවක් නො‍වේ	0.4307082438169549	0.731419
775	All Books	සියලු පොත්	0.4304544872344901	0.472727
787	All books	සියලු පොත්	0.4304544872344901	1.0
504	Project Defaults	ව්‍යාපෘතිය	0.43040082358061993	0.735294
10	Path:	මාර්‍ගය:	0.43032326548611194	1.0
15	Statistics of games played	තරග කළ තරග සංඛ්‍යාන්ක	0.43017446900883766	0.655724
808	Hide main window	ප්‍රධාන වින්ඩෝ ස‍ඟවන්න	0.42989524186474004	0.320972
978	Hide main window	ප්‍රධාන කවුළු ස‍ඟවන්න	0.42989524186474004	0.328877
783	Focus the Devhelp window with the search field active	සක්‍රිය සෙවුම් ක්ෂේත්‍රය සහිත වින්ඩෝව වෙත යොමුවන්න	0.42985800723098727	0.439542
1045	The change in state was requested	තත්වයේ වෙනස්වීම ඉල්ලන ලදි	0.42972593868159814	0.538462
493	First Path:	මාර්‍ගය:	0.4296516016193721	0.75
839	People nearby	අවට පුද්ගයින්	0.42964592260312817	0.607143
1058	People Nearby	ආසන්නයේ පුද්ගලයින්	0.42964592260312817	0.460526
693	Collecting information from the crash…	ඔබගේ පද්ධතියේන් තොරතුරු එකරැස් කරමින්...	0.429468219329233	0.47561
90	the three of hearts	හාර්ත තුන	0.42934999727223017	0.825
657	Select _devices to include in file system scan:	ගොනු පද්දතිය පරිලෝකිතයට ඇතුලත්විය යුතු උපාංග තෝරන්න (_d)	0.42926855730275587	0.507675
804	Room name	විශාල කරන්න	0.42921855890587585	0.5
564	Highlight all occurrences	උද්දීපන ආකාරය (_H)	0.4291997297985913	0.362348
1018	Use theme for chat rooms	සල්ලාප මණ්ඩප සඳහා තේමාව භාවිතා කරන්න	0.4290620868064497	0.59027
551	Close Other	ගොනුව වසන්න	0.42903278912311277	0.5
95	the eight of hearts	හාර්ත අට	0.42899002002798803	0.825
914	Previous Conversations	පෙර සංවාද	0.4288735682697601	1.0
886	%s has disconnected	%s විසන්ධිවිය	0.4288551279875241	0.9
1014	Path of the Adium theme to use	භාවිතා කිරීමට adium තේමාවේ පෙත	0.42863670567807544	0.580645
1063	Example: username	උදාහරණය: පරිශීලක නාමය	0.4285596067230451	0.818182
777	Find Previous	ඉදිරියට සොයන්න	0.42841426219842205	0.411905
853	Nickname:	සුරතල්නාමය:	0.42813224118866333	1.0
1068	Nickname:	අන්වර්ත නාමය:	0.42813224118866333	0.714286
878	Unknown command	ෙනාදන්නා අණකි	0.42795832212929313	0.428571
236	Anjuta shell for which the plugins are	ප්ලගින සඳහා වූ අන්ජුටා කවචය (shell)	0.4279301462550414	0.360043
633	list	ලැයිස්තුව	0.42759653668697567	1.0
456	File/Directory to patch:	යාවත් කල යුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.42759520680937046	0.369767
212	Grow	වැඩි කරනවා	0.4275281095885795	0.772727
822	Open new chats in separate windows	නව පිළිසඳරවල් නව වින්ඩෝවක විවෘත කරන්න	0.42752437279921146	0.477444
982	Open new chats in separate windows	නව සල්ලාප නව කවුළුවල විවෘත කරන්න	0.42752437279921146	0.45671
1084	I_gnore conference and chat room invitations	සම්මන්ත්‍රණ සහ සල්ලාප මණ්ඩප ආරාධනා නොතකන්න (_I)	0.42749837748536235	0.422917
955	Message received	ලැබුණු පණිවිඩ	0.4274862421702032	0.485294
252	The pixbuf to render.	විදැහවිය යුතු Pixbuf එක	0.4274219115439071	0.304924
355	start	අරඹන්න	0.4272279700459955	1.0
495	Unable to open input file %s, command aborted	ගොනු පිටපත් කිරීම අසම්පූර්ණයි	0.42710844344166043	0.381159
591	Unknown properties	සමුහ වත්කම්	0.4270161310287371	1.0
1054	Connection can't be established	සම්බන්ධතා කළමනාකරුවන් භාවිතා කල යුතුයි	0.4269582619541856	0.30008
965	Empathy should auto-connect on startup	ආරම්භයේදී Empathy ස්වයංව සම්බන්ධ විය යුතුයි	0.42665335090329115	0.439685
918	Contact disconnected	සබඳතාව විසන්ධිවිය	0.4264172423375796	0.615079
27	queen of clubs	කලාබර ක්වීන්	0.4263728011824769	0.469231
744	Books disabled	පොත් අක්‍රිය කර ඇත	0.4262769166737387	0.710526
293	Debugger command:	නිදොසක විධානය	0.42617715729153866	0.5
77	the queen of clubs	කලාබර ක්වීන්	0.42595514354368325	0.427126
372	Conflicted	මානරණය කරන්න (_C)	0.4257163199115562	0.694444
961	Warning	අවවාදයයි	0.4257070547505601	1.0
468	Warning	අවවාදයයි:	0.4257070547505601	1.0
99	the queen of hearts	හාර්ත ක්වීන්	0.42554723955180546	0.444231
375	Could not find application pixmap file: %s	%s යෙදුම් pixmap ගොනුව හමු නොවිණි	0.4255367700333737	0.930233
786	Show API Documentation for the word at the cursor	කසරය ඇති වචනයට API ලිපි ලේකන පෙන්වයිDevhelp	0.42537531913279397	0.504091
763	Show API Documentation for the word at the cursor	කසරය ඇති වචනයට API ලිපි ලේකන පෙන්වයි	0.42537531913279397	0.45973
874	Failed to join chat room	කථාබහ කාමරයට එකතුවීම අසාර්ථකවිය	0.4253249152474207	0.536875
557	Highlight build warnings and errors in editor	නිමැවුම් පණිවිඩයේ ස්ථාන, පෙල සකසුවේ උද්දීපනය කරන්න	0.42530933531451987	0.322038
478	Search and Replace	සෙවීම සහ ආදේෂය	0.4250004446125466	0.589474
561	Search and replace	උදව් සොයන්න	0.4250004446125466	0.39693
678	"Could not open folder ""%s"""	"""%s"" බහලුම විවෘත කල නොහැක"	0.42450098672277853	0.396724
553	Unable to extract project template %s: %s	%s ගොනුව බිහිකළ නොහැක	0.4243830842616623	0.833333
47	eight of hearts	හාර්ත අට	0.4242290375847795	0.552083
399	Unable to update project	සම්පූර්ණ ව්‍යාපෘතියම ස්ථාපනය කරන්න	0.42413204619873607	0.331429
221	Chinese Traditional	සම්ප්‍රදායික චීන	0.424016871490435	0.317647
923	Chinese Traditional	සාම්ප්‍රදායික චීන	0.424016871490435	0.311111
218	Missing type defined by plugin %s	%s plugin එකෙන් අර්ථදැක්වෙන type එක හමු නොවේ	0.4237956093870886	0.638235
1002	Disable popup notifications when away	බැහැරව සිටින විට උත්පතන දැනුම්දීම් අක්‍රිය කරන්න	0.42329698658152803	0.403061
510	General Class Properties	සමුහ වත්කම්	0.42328314502897874	0.411667
231	Please select a plugin to activate	කරුණාකර සක්‍රීය කරනු පිණිස ප්ලගිනයක් තෝරාගන්න	0.4231880260452832	0.600311
560	Close Others	ගොනුව වසන්න	0.4230816779615672	0.519231
215	Unable to find plugin registration function %s in module %s	plugin එක ලියාපදිංචි කරන %s ශ්‍රිතය %s මොඩුලය තුලින් සෙවිය නොහැක	0.4229278371937267	0.542949
365	Anjuta status to use in loading and unloading of plugins	ප්ලගින පූරණයේදී සහ වැරීමේදී භාවිතා කල යුතු අන්ජුටාහි තත්ත්වයIcon: %s	0.4227159736142175	0.430969
237	Anjuta status to use in loading and unloading of plugins	ප්ලගින පූරණයේදී සහ වැරීමේදී භාවිතා කල යුතු අන්ජුටාහි තත්ත්වය	0.4227159736142175	0.584556
459	Select the _target for the new source files:	ගැලපෙන වරහන් තුල ඇති පෙල තෝරාගන්න	0.4224701705996849	0.357843
755	The X position of the assistant window.	සහකාරක වින්ඩෝවේ X කන්දාංක	0.42244168021227124	0.336538
285	Choose file or directory to get log:	සටහන් ලබාගත යුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.4224411959857701	0.653055
1029	Empathy can publish the user's location	Empathyට පරිශීලකගේ පිහිටීම ප්‍රකාශයට පත් කල හැක	0.42227630243045555	0.58125
544	Unable to create a buffer: command aborted	%s ගොනුව බිහිකළ නොහැක	0.42226897410061803	0.61945
196	Unknown value	නොදන්න අගය	0.422214389514161	1.0
323	Zoom Out	කුඩා කරන්න	0.4220436733471204	1.0
670	Zoom out	කුඩා කරන්න	0.4220436733471204	0.494949
758	Use the system default fonts.	පද්ධතියේ ඇති මුලික අකුරු රටා භාවිතා කරන්න	0.42170222483269154	0.519048
21	reserve	වෙන්කර ඇතslot type	0.4214344216127918	0.684211
279	Failed to execute autogen: %s	autogen ධාවනය කල නොහැකියි: %s	0.4214026268554605	0.383333
696	Scanning type, subgroups, rows or linear	පරිලෝකන වර්ගය, උප ගොණු , තීරු වශයෙන්, දික් අතට.	0.42133171551916154	0.339177
555	Unable to execute command	"""%s"" විධානය ක්‍රියාත්මක කල නොහැක"	0.42131468697225666	0.561189
850	Network:	ජාලය:	0.4212106090158088	1.0
613	Failed to activate the JHBuild Plugin: %s	autogen ධාවනය කල නොහැකියි: %s	0.42111328934153464	0.554762
223	Japanese	ජපන්	0.4210149702007912	1.0
182	Remove the ace of diamonds.	රුවිත ආසියා	0.4209588169915491	0.428571
287	Choose file or directory to remove:	ඉවත් කල යුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.42092144872363846	0.492063
990	Play a sound for outgoing messages	යැවෙන පණිවිඩ සඳහා ශබ්දයක් වාදනය කරන්න	0.42079282626169456	0.551128
813	Play a sound for outgoing messages	යන පණිවිඩ සඳහා ශබිදයක් වාදනය කරන්න	0.42079282626169456	0.571429
166	Remove the jack of spades.	ඉස්කෝප්ප ජැක්	0.4207093534404284	0.32672
154	Remove the ace of clubs.	කලාබර ආසියා	0.4206263583272559	0.72
746	Group by language	භාෂාව අනුපිලිවලට ගොනු ගත කරන්න	0.42045708027876677	0.346774
65	_Recently Played	මෑතකදි තරග කළ (_R)	0.4201432571427463	0.425697
700	Automatically restart scanning after item activation	අයිතමය සක්‍රිය කිරීමෙන් පසුව ස්වයංක්‍රියව පරිලෝකනය නැවත පටන් ගන්න	0.4198608925523551	0.489423
928	The selected contact is offline.	තෝරාගත් ගොණුව හිස්ය	0.4195323824950549	0.622727
590	Source properties	සමුහ වත්කම්	0.4194650912121551	0.486111
517	Go to previous history	ඉහත උදව් පිටුවට යන්න	0.41945700773365424	1.0
909	Location,	පිහිටුම,	0.419425282957347	1.0
1061	Create a new account on the server	නව ගිණුමක් තනන්න (_C)	0.41919948615167785	0.657792
462	Group properties	සමුහ වත්කම්	0.4190375581111538	0.615196
119	Move ~a onto the ace of spades.	ඉස්කෝප්ප ආසියා	0.418822908428706	0.346875
165	Remove the ten of spades.	ඉස්කෝප්ප දහය	0.41877699673311897	0.5
384	Completed unsuccessfully	සම්පූර්ණයි... නමුත් අසාර්ථකයි	0.41877030523400327	0.9
883	No topic defined	මාතෘකාවක් නිශ්වයකර නැත	0.41867698956297955	0.824808
390	Open '%s'	%s විවෘත වෙමින්	0.4186184967081296	0.34375
934	Enter the details for the new account	නව ගිණුම සඳහා විස්තර ඇතුලත් කරන්න	0.4185137644546217	0.665635
284	Choose file or directory to diff:	diff: කලයුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.4184510718878001	0.668067
748	Whether the assistant window should be maximized	ප්‍රධාන වින්ඩෝව පුළුල් තිරයේ ඇරඹිය යුතුද යන්න වග.	0.41801920710089	0.444898
751	The width of the assistant window.	සහකාරක වින්ඩෝවේ පළල	0.4175072793546877	0.339286
687	Real name of user reporting the bug.	දෝෂ වාර්තා කරන පරිශිලකගේ සැබෑ නම	0.4174381360343602	0.482391
873	Failed to reconnect this chat	මෙ‍ම කථාබහ නැවත සම්බන්ධකිරීම අසාර්ථකවිය	0.4172458836341013	0.583333
594	Recent projects:	ලඟදී විවර කල ගොනු	0.41708493068065816	0.722222
418	Select Files to Mark as Resolved:	සුරැකීම සඳහා අවශ්‍ය අයිතම තොරාගන්න	0.4169099473721905	0.478151
824	Show contact list in rooms	කාමරවලදී සබඳතා ලැයිස්තුව පෙන්වන්න	0.41672664085343547	0.520153
233	Remember this selection	මේ තෝරාගැනීම මතක තබා ගන්න	0.41668373358576266	0.826923
277	Header or source file has not been created	සිරස් ගොනුව හෝ මූල ගොනුව බිහිකර නැත	0.41659125515927464	0.484819
168	Remove the king of spades.	ඉස්කෝප්ප කිංග්	0.416436816568244	0.348148
832	Empathy can use the cellular network to guess the location	Empathy හට ඔබගේ පිහිටුම ජංගම දුරකථන ජාලය මගින් අනුමාන කල හැක	0.41625809616422	0.684357
1033	Empathy can use the cellular network to guess the location	පිහිටීම අනුමාන කිරීමට Empathyට ජංගම දුරකථන ජාලය භාවිතා කල හැක	0.41625809616422	0.562739
346	make: Leaving directory `%s'	නිමවන්න (Make): පිටවුම් ඩිරෙක්ටරිය '%s'	0.41615584875078504	0.352155
344	make: Leaving directory '%s'	නිමවන්න (Make): පිටවුම් ඩිරෙක්ටරිය '%s'	0.41615584875078504	0.352155
460	No project loaded	ව්‍යාපෘතියක් හෝ ගොනුවක් විවෘත කර නැත	0.41609414217815005	0.37012
316	Convert End Of Line characters to Unix EOL (LF)	පෙල අග (EOL) අක්ෂර Unix EOL (LF) වලට හරවන්න	0.4159949974756535	0.467803
573	Commit changes	වෙනස් කිරීම් ඉවත දමන්න	0.41574762166226836	0.782609
370	Unable to load user interface file: %s	%s ගොනුව බිහිකළ නොහැක	0.41543661600582676	0.332751
432	Please select branches to delete	කරුණාකර සක්‍රීය කරනු පිණිස ප්ලගිනයක් තෝරාගන්න	0.41527889238236704	0.427207
1	Relations	සම්බන්ධතා	0.41492485891194103	1.0
394	Up-to-date	යාවත් කාළීන:	0.41475204173560554	0.769231
485	Recent Projects	ව්‍යාපෘතිය පිරිසිදු කරන්න	0.4145499778120485	0.492788
988	Play a sound for incoming messages	එන පණිවිඩ සඳහා ශබ්දයක් වාදනය කරන්න	0.4141675543703445	0.885714
811	Play a sound for incoming messages	එන පණිවිඩ සඳහා ශබිදයක් වාදනය කරන්න	0.4141675543703445	0.528571
692	Collecting information from your system…	ඔබගේ පද්ධතියේන් තොරතුරු එකරැස් කරමින්...	0.4140915857738556	0.594441
691	Collecting information from your system...	ඔබගේ පද්ධතියේන් තොරතුරු එකරැස් කරමින්...	0.4140915857738556	0.594441
1040	File transfer not supported by remote contact	ගොනු හුවමාරුව සඳහා දුරස්ථ සබඳතාවය සහය නොදක්වයි	0.4140596959008474	0.430157
836	File transfer not supported by remote contact	ගොණු හුවමාරුව සඳහා දුරස්ථ සබඳතාවය සහය නොදක්වයි	0.4140596959008474	0.634598
854	Reso_urce:	සම්පත් (_U):	0.4140065787725797	0.730769
1070	Reso_urce:	සම්පත්: (_u)	0.4140065787725797	0.692308
806	Send and receive messages	පණිවිඩ ගන්න සහ යවන්න	0.4138402422541353	0.554945
1055	Connection has been lost	සම්බන්ධතා කළමනාකරුවන් භාවිතා කල යුතුයි	0.41376378532141855	0.348205
283	Choose file or directory to commit:	commit: කලයුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.41358420168768323	0.684343
569	Additional objects:	ව්‍යාපෘතියට එක් කරන්න	0.41316502359631946	0.497727
353	Cannot execute command %s (using shell %s)	%s විධානය ක්‍රියාත්මක කල නොහැක. (භාවිතා කරන්නේ %s කවචයයි)	0.4130667561911829	0.407578
385	Completed successfully	සම්පූර්ණයි... සාර්ථකයි	0.4126643247255996	0.521739
1048	Error while trying to transfer the file	ගොනුව හුචමාරු කිරීමට උත්සහ කිරීමේදී දෝෂය	0.4120977964711516	0.432317
368	Please select a plugin from the list	කරුණාකර සක්‍රීය කරනු පිණිස ප්ලගිනයක් තෝරාගන්න	0.41205421956978977	0.577262
739	The X position of the main window.	ප්‍රධාන වින්ඩෝවේ X කන්දාංක	0.4120285795976038	0.551852
343	make: Entering directory `%s'	නිමවන්න (Make): පිවිසුම් ඩිරෙක්ටරිය '%s'	0.41195746660232546	0.642683
349	Always save in UTF-8 encoding (faster)	UTF-8 කේතනයෙන් සැමවිටම සුරකින්න (වේගවත්)	0.4118314247518846	0.78768
508	Install	ස්තාපනය (_I)	0.4117844812401898	0.692308
378	Install	විකල්ප	0.4117844812401898	1.0
1037	Empathy should reduce the location's accuracy	Empathy පිහිටීමේ නිරවද්‍යතාව අඩු කල යුතුයි	0.41160844976771366	0.539939
579	Delete all stashes in this repository	පෙල සකසුවේ සියලුම පෙල තෝරාගන්න	0.4115649973692959	0.383701
318	Convert End Of Line characters to Mac OS EOL (CR)	පෙල අග (EOL) අක්ෂර Mac OS EOL (CR) වලට හරවන්න	0.4114835046129684	0.333913
350	Try to save in current locale's encoding	වර්තමාන පෙදෙසියේ කේතනයෙන් සුරැකීමට උත්සාහ කරන්න	0.41134705980346625	0.506098
480	Could not open %s: %s	ගොනුව විවෘත කළ නොහැක	0.4109707573165088	0.49026
735	The width of the main window.	ප්‍රධාන වින්ඩෝවේ පළල	0.4108894007799288	0.604762
802	Play	වාදනය	0.4108176487085482	1.0
209	Could not save intermediate file %s: %s	%s යෙදුම් pixmap ගොනුව හමු නොවිණි	0.4107479534430863	0.497794
222	Cyrillic/Russian	සයිරිලීක/රුසියානු	0.4106975121925411	1.0
924	Cyrillic/Russian	සිරිලික්/රුසියානු	0.4106975121925411	1.0
912	Information requested…	තොරතුරු ඉල්ලනලදී...	0.41030216795396585	1.0
282	Choose file or directory to add:	add: කලයුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.4102359435942075	0.659276
276	Source/Header Headings:	මූල සිරස්තලය/සිරස්තල	0.41017284685210004	0.696429
535	Confirm remove	ව්‍යාපෘතිය වින්‍යාසකරණය කරන්න	0.4101482395848183	0.816667
574	Diff uncommitted changes	වෙනස් කිරීම් ඉවත දමන්න	0.41012218266589456	0.682609
1049	The other participant is unable to transfer the file	අනෙක් සහභාගිකයාට ගොනුව හුවමාරු කිරීමට නොහැක	0.4101091372095831	0.886792
288	Choose file or directory to update:	යාවත් කල යුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.41007530015625365	0.48708
234	Currently available plugins found in plugin paths	ප්ලගින පෙත්(path) තුල දැනට ඇති ප්ලගින	0.4099639724523305	0.370526
513	Choose file or directory to get log for:	සටහන් ලබාගත යුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.4096624458693478	0.439555
214	Develop software in an integrated development environment	සංගෘහිත පරිසරයක් තුල මෘදුකාංග නිමවයි	0.40935262026920166	0.507922
960	_Publish location to my contacts	මගේ පිහිටුම සබඳතාවලට ප්‍රසිද්ධ කරන්න (_P)	0.4090240978282881	0.520563
776	Error opening the requested link.	අයදුම් කරන ලද බන්ධයේ(link) දෝෂයක් පවතී	0.4089926995575156	0.453243
881	permission denied	අවසර නැත	0.4089318627636182	0.416667
62	Start a new game	නව තරගයක් ආරම්ඹකරන්න	0.408320058603265	0.502801
